root,family,store,seed,runs,N,M,wpt,R,subgroups,smem_bytes,bin,n_keys,max_invocations,max_smem_size,target_wg_size,sampler,wg,segments,keys,run,wall_ns,gpu_ns,throughput_mkeys_s
output/kernels/keys_268435456/segsort_hybrid_sg16_n256_m128_block,hybrid,block,1,50,256,128,2,16,16,16384,8,268435456,256,16384,256,const(1.0),256,1048576,268435456,0,25089000,24576000,10699.328630
output/kernels/keys_268435456/segsort_hybrid_sg16_n256_m128_block,hybrid,block,1,50,256,128,2,16,16,16384,8,268435456,256,16384,256,const(1.0),256,1048576,268435456,1,25100000,24576000,10694.639681
output/kernels/keys_268435456/segsort_hybrid_sg16_n256_m128_block,hybrid,block,1,50,256,128,2,16,16,16384,8,268435456,256,16384,256,const(1.0),256,1048576,268435456,2,25070000,24576000,10707.437415
output/kernels/keys_268435456/segsort_hybrid_sg16_n256_m128_block,hybrid,block,1,50,256,128,2,16,16,16384,8,268435456,256,16384,256,const(1.0),256,1048576,268435456,3,25143000,24641536,10676.349521
output/kernels/keys_268435456/segsort_hybrid_sg16_n256_m128_block,hybrid,block,1,50,256,128,2,16,16,16384,8,268435456,256,16384,256,const(1.0),256,1048576,268435456,4,25213000,24707072,10646.708285
output/kernels/keys_268435456/segsort_hybrid_sg16_n256_m128_block,hybrid,block,1,50,256,128,2,16,16,16384,8,268435456,256,16384,256,const(1.0),256,1048576,268435456,5,25214000,24576000,10646.286032
output/kernels/keys_268435456/segsort_hybrid_sg16_n256_m128_block,hybrid,block,1,50,256,128,2,16,16,16384,8,268435456,256,16384,256,const(1.0),256,1048576,268435456,6,25208000,24641536,10648.820057
output/kernels/keys_268435456/segsort_hybrid_sg16_n256_m128_block,hybrid,block,1,50,256,128,2,16,16,16384,8,268435456,256,16384,256,const(1.0),256,1048576,268435456,7,25111000,24641536,10689.954841
output/kernels/keys_268435456/segsort_hybrid_sg16_n256_m128_block,hybrid,block,1,50,256,128,2,16,16,16384,8,268435456,256,16384,256,const(1.0),256,1048576,268435456,8,25121000,24576000,10685.699455
output/kernels/keys_268435456/segsort_hybrid_sg16_n256_m128_block,hybrid,block,1,50,256,128,2,16,16,16384,8,268435456,256,16384,256,const(1.0),256,1048576,268435456,9,25155000,24576000,10671.256450
output/kernels/keys_268435456/segsort_hybrid_sg16_n256_m128_block,hybrid,block,1,50,256,128,2,16,16,16384,8,268435456,256,16384,256,const(1.0),256,1048576,268435456,10,25130000,24576000,10681.872503
output/kernels/keys_268435456/segsort_hybrid_sg16_n256_m128_block,hybrid,block,1,50,256,128,2,16,16,16384,8,268435456,256,16384,256,const(1.0),256,1048576,268435456,11,25087000,24576000,10700.181608
output/kernels/keys_268435456/segsort_hybrid_sg16_n256_m128_block,hybrid,block,1,50,256,128,2,16,16,16384,8,268435456,256,16384,256,const(1.0),256,1048576,268435456,12,25086000,24707072,10700.608148
